,player_id,player,year,round,pick,position,school,last name,first name
724,11056,Tim James,1999,1,25,SF,Miami,James,Tim
725,11057,Antawn Jamison,1998,1,4,F,North Carolina,Jamison,Antawn
726,11065,Nathan Jawai,2008,2,41,PF,Cairns Taipans,Jawai,Nathan
727,11068,Chris Jefferies,2002,1,27,SF,Fresno State,Jefferies,Chris
728,11070,Al Jefferson,2004,1,15,PF/C,Prentiss HS ,Jefferson,Al
729,11071,Cory Jefferson,2014,2,60,PF,Baylor,Jefferson,Cory
730,11073,Richard Jefferson,2001,1,13,SF,Arizona,Jefferson,Richard
731,11074,Jared Jeffries,2002,1,11,PF/C,Indiana,Jeffries,Jared
732,11075,Charles Jenkins,2011,2,44,PG,Hofstra,Jenkins,Charles
733,11077,John Jenkins,2012,1,23,SG,Vanderbilt,Jenkins,John
734,11078,Brandon Jennings,2009,1,10,PG,Lottomatica Roma,Jennings,Brandon
735,11081,Les Jepsen,1990,2,28,C,Iowa,Jepsen,Les
736,11082,Jonas Jerebko,2009,2,39,PF,Angelico Biella,Jerebko,Jonas
737,11083,Grant Jerrett,2013,2,40,PF,Arizona,Jerrett,Grant
738,11088,Alexander Johnson,2006,2,45,F,Florida State,Johnson,Alexander
739,11089,Amir Johnson,2005,2,56,F,Westchester HS,Johnson,Amir
740,11091,Anthony Johnson,1997,2,39,PG/SG,College of Charleston,Johnson,Anthony
741,11092,Armon Johnson,2010,2,34,PG,Nevada,Johnson,Armon
742,11095,Brice Johnson,2016,1,25,PF,North Carolina,Johnson,Brice
743,11096,Buck Johnson,1986,1,20,SF,Alabama,Johnson,Buck
744,11104,Dakari Johnson,2015,2,48,C,Kentucky,Johnson,Dakari
745,11106,Dave Johnson,1992,1,26,SF,Syracuse,Johnson,Dave
746,11107,DeMarco Johnson,1998,2,38,PF,Charlotte,Johnson,DeMarco
747,11109,DerMarr Johnson,2000,1,6,SG/SF,Cincinnati,Johnson,DerMarr
748,11111,Eddie Johnson,1981,2,29,G/F,Illinois,Johnson,Eddie
749,11112,Eddie Johnson,1981,2,29,G/F,Illinois,Johnson,Eddie
750,11114,Ervin Johnson,1993,1,23,C,New Orleans,Johnson,Ervin
751,11115,Frank Johnson,1981,1,11,G,Wake Forest,Johnson,Frank
752,11122,JaJuan Johnson,2011,1,27,PF,Purdue,Johnson,JaJuan
753,11123,James Johnson,2009,1,16,SF,Wake Forest,Johnson,James
754,11124,Joe Johnson,2001,1,10,SG,Arkansas,Johnson,Joe
755,11126,Kannard Johnson,1987,2,41,SF,WKU,Johnson,Kannard
756,11127,Ken Johnson,1985,2,28,F,Michigan State,Johnson,Ken
757,11127,Ken Johnson,2001,2,49,C,Ohio State,Johnson,Ken
758,11128,Ken Johnson,1985,2,28,F,Michigan State,Johnson,Ken
759,11128,Ken Johnson,2001,2,49,C,Ohio State,Johnson,Ken
760,11129,Kevin Johnson,1987,1,7,PG,California,Johnson,Kevin
761,11130,Larry Johnson,1991,1,1,PF,UNLV,Johnson,Larry
762,11131,Larry Johnson,1991,1,1,PF,UNLV,Johnson,Larry
763,11138,Nick Johnson,2014,2,42,PG/SG,Arizona,Johnson,Nick
764,11140,Orlando Johnson,2012,2,36,SG,UC Santa Barbara,Johnson,Orlando
765,11142,Reggie Johnson,1980,1,15,F/C,Tennessee,Johnson,Reggie
766,11145,Stanley Johnson,2015,1,8,SF,Arizona,Johnson,Stanley
767,11147,Steve Johnson,1981,1,7,F/C,Oregon State,Johnson,Steve
768,11152,Wesley Johnson,2010,1,4,SF,Syracuse,Johnson,Wesley
769,11153,Darius Johnson-Odom,2012,2,55,SG,Marquette,Johnson-Odom,Darius
770,11159,Alvin Jones,2001,2,57,C,Georgia Tech,Jones,Alvin
771,11160,Anthony Jones,1986,1,21,SF,UNLV,Jones,Anthony
772,11160,Anthony Jones,1991,2,52,SF,Oral Roberts,Jones,Anthony
773,11163,Bobby Jones,2006,2,37,F,Washington,Jones,Bobby
774,11164,Bobby Jones,2006,2,37,F,Washington,Jones,Bobby
775,11166,Charles Jones,1984,2,36,F,Louisville,Jones,Charles
776,11167,Charles Jones,1984,2,36,F,Louisville,Jones,Charles
777,11168,Charles Jones,1984,2,36,F,Louisville,Jones,Charles
778,11170,Dahntay Jones,2003,1,20,SG,Duke,Jones,Dahntay
779,11171,Damian Jones,2016,1,30,C,Vanderbilt,Jones,Damian
780,11175,Dominique Jones,2010,1,25,SG,USF,Jones,Dominique
781,11179,Earl Jones,1984,1,23,C,UDC,Jones,Earl
782,11180,Eddie Jones,1994,1,10,SG,Temple,Jones,Eddie
783,11182,Fred Jones,2002,1,14,SG,Oregon,Jones,Fred
784,11186,James Jones,2003,2,49,SF,Miami (Florida),Jones,James
785,11189,Jumaine Jones,1999,1,27,SF,Georgia,Jones,Jumaine
786,11199,Popeye Jones,1992,2,41,F,Murray State,Jones,Popeye
787,11203,Shelton Jones,1988,2,27,F,St. John's,Jones,Shelton
788,11204,Solomon Jones,2006,2,33,F,South Florida,Jones,Solomon
789,11206,Terrence Jones,2012,1,18,PF,Kentucky,Jones,Terrence
790,11207,Tyus Jones,2015,1,24,PG,Duke,Jones,Tyus
791,11212,Adonis Jordan,1993,2,42,PG,Kansas,Jordan,Adonis
792,11214,DeAndre Jordan,2008,2,35,C,Texas A&M,Jordan,DeAndre
793,11216,Jerome Jordan,2010,2,44,C,Tulsa,Jordan,Jerome
794,11217,Michael Jordan,1984,1,3,G/F,North Carolina,Jordan,Michael
795,11225,Cory Joseph,2011,1,29,PG,Texas,Joseph,Cory
796,11227,Kris Joseph,2012,2,51,SF,Syracuse,Joseph,Kris
797,11228,Yvon Joseph,1985,2,36,C,Georgia Tech,Joseph,Yvon
798,11235,Chris Kaman,2003,1,6,C,Central Michigan,Kaman,Chris
799,11236,Frank Kaminsky,2015,1,9,C,Wisconsin,Kaminsky,Frank
800,11237,Enes Kanter,2011,1,3,C,Kentucky,Kanter,Enes
801,11239,Jason Kapono,2003,2,31,F/G,UCLA,Kapono,Jason
802,11241,Sergey Karasev,2013,1,19,SG/SF,Triumph Lyubertsy,Karasev,Sergey
803,11245,Mario Kasun,2002,2,41,C,Opel Skyliners,Kasun,Mario
804,11248,Sasha Kaun,2008,2,56,C,Kansas,Kaun,Sasha
805,11253,Adam Keefe,1992,1,10,PF,Stanford,Keefe,Adam
806,11259,Clark Kellogg,1982,1,8,PF,Ohio State,Kellogg,Clark
807,11262,Ryan Kelly,2013,2,48,PF,Duke,Kelly,Ryan
808,11266,Shawn Kemp,1989,1,17,PF/C,Trinity Valley CC,Kemp,Shawn
809,11269,Luke Kennard,2017,1,12,SG,Duke,Kennard,Luke
810,11278,Steve Kerr,1988,2,50,PG,Arizona,Kerr,Steve
811,11280,Jerome Kersey,1984,2,46,F,Longwood,Kersey,Jerome
812,11282,Alec Kessler,1990,1,12,PF,Georgia,Kessler,Alec
813,11283,Lari Ketner,1999,2,49,C,UMass,Ketner,Lari
814,11285,Randolph Keys,1988,1,22,SF,Southern Miss,Keys,Randolph
815,11286,Viktor Khryapa,2004,1,22,SF,CSKA Moscow,Khryapa,Viktor
816,11287,Jason Kidd,1994,1,2,PG,California,Kidd,Jason
817,11289,Michael Kidd-Gilchrist,2012,1,2,SF,Kentucky,Kidd-Gilchrist,Michael
818,11296,Bo Kimble,1990,1,8,SG,Loyola Marymount,Kimble,Bo
819,11298,Chad Kinch,1980,1,22,G,UNC Charlotte,Kinch,Chad
820,11299,Albert King,1981,1,10,G/F,Maryland,King,Albert
821,11301,Chris King,1992,2,45,F,Wake Forest,King,Chris
822,11303,Frankie King,1995,2,37,G,Western Carolina,King,Frankie
823,11307,Jimmy King,1995,2,35,G,Michigan,King,Jimmy
824,11311,Rich King,1991,1,14,C,Nebraska,King,Rich
825,11313,Stacey King,1989,1,6,C,Oklahoma,King,Stacey
826,11317,Andrei Kirilenko,1999,1,24,SF,CSKA Moscow,Kirilenko,Andrei
827,11324,Greg Kite,1983,1,21,C,BYU,Kite,Greg
828,11325,Kerry Kittles,1996,1,8,G,Villanova,Kittles,Kerry
829,11327,Joe Kleine,1985,1,6,C,Arkansas,Kleine,Joe
830,11328,Linas Kleiza,2005,1,27,F,Missouri,Kleiza,Linas
831,11336,Brandon Knight,2011,1,8,PG,Kentucky,Knight,Brandon
832,11337,Brevin Knight,1997,1,16,PG,Stanford,Knight,Brevin
833,11338,Negele Knight,1990,2,31,G,Dayton,Knight,Negele
834,11341,Travis Knight,1996,1,29,C,Connecticut,Knight,Travis
835,11349,Jon Koncak,1985,1,5,C,SMU,Koncak,Jon
836,11353,Furkan Korkmaz,2016,1,26,SG/SF,Anadolu Efes,Korkmaz,Furkan
837,11354,Frank Kornet,1989,2,30,F,Vanderbilt,Kornet,Frank
838,11355,Yaroslav Korolev,2005,1,12,F,CSKA Moscow,Korolev,Yaroslav
839,11356,Kyle Korver,2003,2,51,SG,Creighton,Korver,Kyle
840,11361,Kosta Koufos,2008,1,23,C,Ohio State,Koufos,Kosta
841,11376,Larry Krystkowiak,1986,2,28,PF,Montana,Krystkowiak,Larry
842,11390,Kyle Kuzma,2017,1,27,PF,Utah,Kuzma,Kyle
843,11400,Christian Laettner,1992,1,3,PF,Duke,Laettner,Christian
844,11402,Raef LaFrentz,1998,1,3,C/F,Kansas,LaFrentz,Raef
845,11407,Doron Lamb,2012,2,42,SG,Kentucky,Lamb,Doron
846,11408,Jeremy Lamb,2012,1,12,SG,Connecticut,Lamb,Jeremy
847,11410,Jeff Lamp,1981,1,15,G/F,Virginia,Lamp,Jeff
848,11411,Maciej Lampe,2003,2,30,PF,Complutense University of Madrid,Lampe,Maciej
849,11413,Sean Lampley,2001,2,45,SF,California,Lampley,Sean
850,11414,Carl Landry,2007,2,31,PF,Purdue,Landry,Carl
851,11417,Jerome Lane,1988,1,23,PF,Pittsburgh,Lane,Jerome
852,11418,Andrew Lang,1988,2,28,C,Arkansas,Lang,Andrew
853,11419,Antonio Lang,1994,2,29,F/G,Duke,Lang,Antonio
854,11420,James Lang,2003,2,48,C,Central Park Christian HS ,Lang,James
855,11421,Trajan Langdon,1999,1,11,SG,Duke,Langdon,Trajan
856,11423,Dan Langhi,2000,2,31,PF,Vanderbilt,Langhi,Dan
857,11428,Shane Larkin,2013,1,18,PG,Miami (FL),Larkin,Shane
858,11432,Stephane Lasme,2007,2,46,PF,Massachusetts,Lasme,Stephane
859,11434,Priest Lauderdale,1996,1,28,C,Peristeri,Lauderdale,Priest
860,11438,Joffrey Lauvergne,2013,2,55,C,Partizan Belgrade,Lauvergne,Joffrey
861,11440,Zach LaVine,2014,1,13,SG,UCLA,LaVine,Zach
862,11442,Acie Law,2007,1,11,PG,Texas A&M,Law,Acie
863,11443,Gani Lawal,2010,2,46,PF,Georgia Tech,Lawal,Gani
864,11445,Jason Lawson,1997,2,41,C,Villanova,Lawson,Jason
865,11446,Ty Lawson,2009,1,18,PG,North Carolina,Lawson,Ty
866,11447,Jake Layman,2016,2,47,SF,Maryland,Layman,Jake
867,11454,Eric Leckner,1988,1,17,C,Wyoming,Leckner,Eric
868,11455,Ricky Ledo,2013,2,43,SG,Providence,Ledo,Ricky
869,11458,Courtney Lee,2008,1,22,SG,Western Kentucky,Lee,Courtney
870,11459,David Lee,2005,1,30,PF,Florida,Lee,David
871,11460,David Lee,2005,1,30,PF,Florida,Lee,David
872,11462,Doug Lee,1987,2,35,SG,Purdue,Lee,Doug
873,11465,Keith Lee,1985,1,11,C,Memphis State,Lee,Keith
874,11467,Malcolm Lee,2011,2,43,SG,UCLA,Lee,Malcolm
875,11475,Alex Len,2013,1,5,C,Maryland,Len,Alex
876,11476,Voshon Lenard,1994,2,46,SG,Minnesota,Lenard,Voshon
877,11478,Gary Leonard,1989,2,34,C,Missouri,Leonard,Gary
878,11479,Kawhi Leonard,2011,1,15,SF,San Diego State,Leonard,Kawhi
879,11480,Meyers Leonard,2012,1,11,C,Illinois,Leonard,Meyers
880,11483,Travis Leslie,2011,2,47,SG,Georgia,Leslie,Travis
881,11484,Ronnie Lester,1980,1,10,G,Iowa,Lester,Ronnie
882,11486,Jon Leuer,2011,2,40,PF,Wisconsin,Leuer,Jon
883,11488,Fat Lever,1982,1,11,PG,Arizona State,Lever,Fat
884,11489,Caris LeVert,2016,1,20,SG,Michigan,LeVert,Caris
885,11490,Cliff Levingston,1982,1,9,PF,Wichita State,Levingston,Cliff
886,11496,Martin Lewis,1995,2,50,F,Seward County,Lewis,Martin
887,11498,Quincy Lewis,1999,1,19,SF,Minnesota,Lewis,Quincy
888,11500,Rashard Lewis,1998,2,32,PF,Alief Elsik HS,Lewis,Rashard
889,11501,Reggie Lewis,1987,1,22,SG,Northeastern,Lewis,Reggie
890,11502,Marcus Liberty,1990,2,42,F,Illinois,Liberty,Marcus
891,11503,Todd Lichti,1989,1,15,SG,Stanford,Lichti,Todd
892,11505,DeAndre Liggins,2011,2,53,SG,Kentucky,Liggins,DeAndre
893,11508,Damian Lillard,2012,1,6,PG,Weber St.,Lillard,Damian
894,11510,Steve Lingenfelter,1981,2,44,F,South Dakota State,Lingenfelter,Steve
895,11511,Alton Lister,1981,1,21,F/C,Arizona State,Lister,Alton
896,11514,Randy Livingston,1996,2,42,G,LSU,Livingston,Randy
897,11515,Shaun Livingston,2004,1,4,PG,Peoria HS,Livingston,Shaun
898,11526,Darrell Lockhart,1983,2,35,C,Auburn,Lockhart,Darrell
899,11528,Kevin Loder,1981,1,17,G/F,Alabama State,Loder,Kevin
900,11532,Brad Lohaus,1987,2,45,PF/C,Iowa,Lohaus,Brad
901,11534,Grant Long,1988,2,33,F,Eastern Michigan,Long,Grant
902,11539,Luc Longley,1991,1,7,C,New Mexico,Longley,Luc
903,11540,Kevon Looney,2015,1,30,PF,UCLA,Looney,Kevon
904,11541,Brook Lopez,2008,1,10,C,Stanford,Lopez,Brook
905,11544,Robin Lopez,2008,1,15,C,Stanford,Lopez,Robin
906,11550,Kevin Love,2008,1,5,PF,UCLA,Love,Kevin
907,11553,Sidney Lowe,1983,2,25,PG,NC State,Lowe,Sidney
908,11555,Kyle Lowry,2006,1,24,PG,Villanova,Lowry,Kyle
909,11563,Tyronn Lue,1998,1,23,PG,Nebraska,Lue,Tyronn
910,11569,Tyler Lydon,2017,1,24,PF,Syracuse,Lydon,Tyler
911,11570,Trey Lyles,2015,1,12,PF,Kentucky,Lyles,Trey
912,11572,George Lynch,1993,1,12,SF,North Carolina,Lynch,George
913,11573,Kevin Lynch,1991,2,28,G/F,Minnesota,Lynch,Kevin
914,11585,Shelvin Mack,2011,2,34,PG,Butler,Mack,Shelvin
915,11586,Malcolm Mackey,1993,1,27,PF,Georgia Tech,Mackey,Malcolm
916,11588,Vernon Macklin,2011,2,52,PF,Florida,Macklin,Vernon
917,11590,Don MacLean,1992,1,19,PF,UCLA,MacLean,Don
918,11591,Mark Macon,1991,1,8,SG,Temple,Macon,Mark
919,11594,Tito Maddox,2002,2,38,PG,Fresno State,Maddox,Tito
920,11596,Mark Madsen,2000,1,29,PF,Stanford,Madsen,Mark
921,11599,Corey Maggette,1999,1,13,SF/SG,Duke,Maggette,Corey
922,11600,Dave Magley,1982,2,28,PF,Kansas,Magley,Dave
923,11601,Jamaal Magloire,2000,1,19,PF/C,Kentucky,Magloire,Jamaal
924,11603,Ian Mahinmi,2005,1,28,F/C,Le Havre,Mahinmi,Ian
925,11607,Rick Mahorn,1980,2,35,F/C,Hampton,Mahorn,Rick
926,11608,Dan Majerle,1988,1,14,SF,Central Michigan,Majerle,Dan
927,11610,Thon Maker,2016,1,10,PF,Orangeville Prep,Maker,Thon
928,11612,Jeff Malone,1983,1,10,SG,Mississippi State,Malone,Jeff
929,11613,Karl Malone,1985,1,13,PF,Louisiana Tech,Malone,Karl
930,11621,Danny Manning,1988,1,1,PF,Kansas,Manning,Danny
931,11624,Rich Manning,1993,2,40,C,Washington,Manning,Rich
932,11625,Pace Mannion,1983,2,43,SF,Utah,Mannion,Pace
933,11629,Devyn Marble,2014,2,56,SG/SF,Iowa,Marble,Devyn
934,11630,Roy Marble,1989,1,23,SG/SF,Iowa,Marble,Roy
935,11631,Stephon Marbury,1996,1,4,G,Georgia Tech,Marbury,Stephon
936,11635,Shawn Marion,1999,1,9,SF/PF,UNLV,Marion,Shawn
937,11637,Lauri Markkanen,2017,1,7,PF,Arizona,Markkanen,Lauri
938,11638,Damir Markota,2006,2,59,F,Cibona Zagreb,Markota,Damir
939,11639,Sean Marks,1998,2,44,PF,California,Marks,Sean
940,11643,Donny Marshall,1995,2,39,F,Connecticut,Marshall,Donny
941,11644,Donyell Marshall,1994,1,4,SF,Connecticut,Marshall,Donyell
942,11645,Kendall Marshall,2012,1,13,PG,North Carolina,Marshall,Kendall
943,11649,Bill Martin,1985,2,26,F,Georgetown,Martin,Bill
944,11653,Cuonzo Martin,1995,2,57,G/F,Purdue,Martin,Cuonzo
945,11658,Jarell Martin,2015,1,25,PF,LSU,Martin,Jarell
946,11659,Jeff Martin,1989,2,31,G,Murray State,Martin,Jeff
947,11660,Kenyon Martin,2000,1,1,PF,Cincinnato (Sr.),Martin,Kenyon
948,11661,Kevin Martin,2004,1,26,SG,Western Carolina,Martin,Kevin
949,11663,Maurice Martin,1986,1,16,SF,Saint Joseph's,Martin,Maurice
950,11667,Jamal Mashburn,1993,1,4,SF,Kentucky,Mashburn,Jamal
951,11670,Desmond Mason,2000,1,17,SF/SG,Oklahoma State,Mason,Desmond
952,11673,Tony Massenburg,1990,2,43,F,Maryland,Massenburg,Tony
953,11677,Wes Matthews,1980,1,14,G,Wisconsin,Matthews,Wes
954,11680,Marlon Maxey,1992,2,28,PF,UTEP,Maxey,Marlon
955,11681,Jason Maxiell,2005,1,26,F,Cincinnati,Maxiell,Jason
956,11683,Vernon Maxwell,1988,2,47,SG,Florida,Maxwell,Vernon
957,11686,Sean May,2005,1,13,F,North Carolina,May,Sean
958,11687,Lee Mayberry,1992,1,23,PG,Arkansas,Mayberry,Lee
959,11692,Eric Maynor,2009,1,20,PG,VCU,Maynor,Eric
960,11694,Travis Mays,1990,1,14,PG,Texas,Mays,Travis
961,11696,Luc Mbah a Moute,2008,2,37,SF,UCLA,Mbah a Moute,Luc
962,11701,Bob McCann,1987,2,32,SF,Morehead State,McCann,Bob
963,11704,Rashad McCants,2005,1,14,G,North Carolina,McCants,Rashad
964,11711,Walter McCarty,1996,1,19,F,Kentucky,McCarty,Walter
965,11712,Amal McCaskill,1996,2,49,C,Marquette,McCaskill,Amal
966,11713,Patrick McCaw,2016,2,38,SG/SF,UNLV,McCaw,Patrick
967,11714,Dwayne McClain,1985,2,27,SG,Villanova,McClain,Dwayne
968,11716,Dan McClintock,2000,2,53,C,Northern Arizona,McClintock,Dan
969,11718,George McCloud,1989,1,7,SG/SF,Florida State,McCloud,George
970,11724,Tim McCormick,1984,1,12,C,Michigan,McCormick,Tim
971,11725,Jelani McCoy,1998,2,33,F/C,UCLA,McCoy,Jelani
972,11728,Rodney McCray,1983,1,3,SF,Louisville,McCray,Rodney
973,11729,Scooter McCray,1983,2,36,PF,Louisville,McCray,Scooter
974,11730,Chris McCullough,2015,1,29,PF,Syracuse,McCullough,Chris
975,11733,Xavier McDaniel,1985,1,4,PF,Wichita State,McDaniel,Xavier
976,11736,Doug McDermott,2014,1,11,SF,Creighton,McDermott,Doug
977,11739,Michael McDonald,1995,2,55,C,New Orleans,McDonald,Michael
978,11742,Antonio McDyess,1995,1,2,PF,Alabama,McDyess,Antonio
979,11747,Mitch McGary,2014,1,21,PF,Michigan,McGary,Mitch
980,11749,Mike McGee,1981,1,19,G/F,Michigan,McGee,Mike
981,11753,Tracy McGrady,1997,1,9,SG/SF,Mt. Zion Christian Academy,McGrady,Tracy
982,11760,Dominic McGuire,2007,2,47,SF,Fresno State,McGuire,Dominic
983,11761,Kevin McHale,1980,1,3,F/C,Minnesota,McHale,Kevin
984,11763,Jim McIlvaine,1994,2,32,C,Marquette,McIlvaine,Jim
985,11764,Jeff McInnis,1996,2,37,G,North Carolina,McInnis,Jeff
986,11771,Derrick McKey,1987,1,9,SF/PF,Alabama,McKey,Derrick
987,11772,Aaron McKie,1994,1,17,SG,Temple,McKie,Aaron
988,11777,Ben McLemore,2013,1,7,SG,Kansas,McLemore,Ben
989,11781,Roshown McLeod,1998,1,20,SF,Duke,McLeod,Roshown
990,11783,Nate McMillan,1986,2,30,PG,NC State,McMillan,Nate
991,11789,Mark McNamara,1982,1,22,C,California,McNamara,Mark
992,11792,Chris McNealy,1983,2,38,PF,San Jose State,McNealy,Chris
993,11799,Jordan McRae,2014,2,58,SG,Tennessee,McRae,Jordan
994,11801,Josh McRoberts,2007,2,37,PF,Duke,McRoberts,Josh
995,11805,Darnell Mee,1993,2,34,SG,Western Kentucky,Mee,Darnell
996,11806,Jodie Meeks,2009,2,41,SG,Kentucky,Meeks,Jodie
997,11816,Fab Melo,2012,1,22,C,Syracuse,Melo,Fab
998,11824,Ron Mercer,1997,1,6,SF,Kentucky,Mercer,Ron
999,11829,Loren Meyer,1995,1,24,PF,Iowa State,Meyer,Loren
1000,11832,Larry Micheaux,1983,2,29,PF,Houston,Micheaux,Larry
1001,11833,Jordan Mickey,2015,2,33,PF,LSU,Mickey,Jordan
1002,11834,Khris Middleton,2012,2,39,SF,Texas A&M,Middleton,Khris
1003,11836,Chris Mihm,2000,1,7,C/PF,Texas,Mihm,Chris
1004,11844,Darius Miles,2000,1,3,SF/PF,East St. Louis HS (Illinois),Miles,Darius
1005,11849,Andre Miller,1999,1,8,PG,Utah,Miller,Andre
1006,11850,Anthony Miller,1994,2,39,F,Michigan State,Miller,Anthony
1007,11854,Darius Miller,2012,2,46,SF,Kentucky,Miller,Darius
1008,11855,Dick Miller,1980,2,40,F,Toledo,Miller,Dick
1009,11861,Mike Miller,2000,1,5,SF/SG,Florida,Miller,Mike
1010,11862,Oliver Miller,1992,1,22,C,Arkansas,Miller,Oliver
1011,11863,Quincy Miller,2012,2,38,SF,Baylor,Miller,Quincy
1012,11864,Reggie Miller,1987,1,11,SG,UCLA,Miller,Reggie
1013,11866,Chris Mills,1993,1,22,SF,Arizona,Mills,Chris
1014,11868,Patty Mills,2009,2,55,PG,Saint Mary's,Mills,Patty
1015,11869,Terry Mills,1990,1,16,SF,Michigan,Mills,Terry
1016,11871,Paul Millsap,2006,2,47,PF,Louisiana Tech,Millsap,Paul
1017,11872,Harold Miner,1992,1,12,SG,USC,Miner,Harold
1018,11873,Yao Ming,2002,1,1,C,Shanghai Sharks,Ming,Yao
1019,11874,Dirk Minniefield,1983,2,33,PG,Kentucky,Minniefield,Dirk
1020,11876,Greg Minor,1994,1,25,SG,Louisville,Minor,Greg
1021,11881,Donovan Mitchell,2017,1,13,SG,Louisville,Mitchell,Donovan
1022,11886,Todd Mitchell,1988,2,43,F,Purdue,Mitchell,Todd
1023,11887,Tony Mitchell,2013,2,37,PF,North Texas,Mitchell,Tony
1024,11888,Tony Mitchell,2013,2,37,PF,North Texas,Mitchell,Tony
1025,11891,Cuttino Mobley,1998,2,41,SG,Rhode Island,Mobley,Cuttino
1026,11892,Eric Mobley,1994,1,18,PF,Pittsburgh,Mobley,Eric
1027,11896,Nazr Mohammed,1998,1,29,C/F,Kentucky,Mohammed,Nazr
1028,11903,Sergei Monia,2004,1,23,SG,CSKA Moscow,Monia,Sergei
1029,11904,Malik Monk,2017,1,11,SG,Kentucky,Monk,Malik
1030,11906,Greg Monroe,2010,1,7,PF,Georgetown,Monroe,Greg
1031,11907,Rodney Monroe,1991,2,30,G/F,NC State,Monroe,Rodney
1032,11910,Eric Montross,1994,1,9,C,North Carolina,Montross,Eric
1033,11913,Andre Moore,1987,2,31,PF,Loyola (IL),Moore,Andre
1034,11923,Ron Moore,1987,2,25,C,West Virginia State,Moore,Ron
1035,11927,Guy Morgan,1982,2,40,G,Wake Forest,Morgan,Guy
1036,11930,Darren Morningstar,1992,2,47,C,Pittsburgh,Morningstar,Darren
1037,11931,Chris Morris,1988,1,4,SF,Auburn,Morris,Chris
1038,11932,Darius Morris,2011,2,41,PG,Michigan,Morris,Darius
1039,11933,Isaiah Morris,1992,2,37,F,Arkansas,Morris,Isaiah
1040,11934,Marcus Morris,2011,1,14,PF/SF,Kansas,Morris,Marcus
1041,11935,Markieff Morris,2011,1,13,PF,Kansas,Morris,Markieff
1042,11939,Terence Morris,2001,2,34,SF,Maryland,Morris,Terence
1043,11940,Adam Morrison,2006,1,3,SF,Gonzaga,Morrison,Adam
1044,11942,Mike Morrison,1989,2,51,G,Loyola ,Morrison,Mike
1045,11945,Dwayne Morton,1994,2,45,F,Louisville,Morton,Dwayne
1046,11946,John Morton,1989,1,25,PG,Seton Hall,Morton,John
1047,11950,Lawrence Moten,1995,2,36,G,Syracuse,Moten,Lawrence
1048,11954,Arnett Moultrie,2012,1,27,PF,Mississippi St.,Moultrie,Arnett
1049,11956,Alonzo Mourning,1992,1,2,C,Georgetown,Mourning,Alonzo
1050,11959,Emmanuel Mudiay,2015,1,7,PG,Guangdong Southern Tigers,Mudiay,Emmanuel
1051,11961,Shabazz Muhammad,2013,1,14,SG/SF,UCLA,Muhammad,Shabazz
1052,11964,Byron Mullens,2009,1,24,C,Ohio State,Mullens,Byron
1053,11965,Chris Mullin,1985,1,7,SF,St. John's,Mullin,Chris
1054,11971,Eric Murdock,1991,1,21,PG,Providence,Murdock,Eric
1055,11976,Erik Murphy,2013,2,49,PF,Florida,Murphy,Erik
1056,11977,Jay Murphy,1984,2,31,F,Boston College,Murphy,Jay
1057,11979,Kevin Murphy,2012,2,47,SG,Tennessee Tech,Murphy,Kevin
1058,11980,Ronnie Murphy,1987,1,17,SG,Jacksonville,Murphy,Ronnie
1059,11982,Troy Murphy,2001,1,14,PF,Notre Dame,Murphy,Troy
1060,11983,Dejounte Murray,2016,1,29,PG/SG,Washington,Murray,Dejounte
1061,11984,Jamal Murray,2016,1,7,SG/PG,Kentucky,Murray,Jamal
1062,11986,Lamond Murray,1994,1,7,SF,California,Murray,Lamond
1063,11987,Ronald Murray,2002,2,42,SG,Shaw,Murray,Ronald
1064,11988,Tracy Murray,1992,1,18,SF,UCLA,Murray,Tracy
1065,11992,Mike Muscala,2013,2,44,C,Bucknell,Muscala,Mike
1066,11994,Jerrod Mustaf,1990,1,17,F/C,Maryland,Mustaf,Jerrod
1067,11995,Dikembe Mutombo,1991,1,4,C,Georgetown,Mutombo,Dikembe
1068,12000,Mamadou N'Diaye,2000,1,26,C,Auburn,N'Diaye,Mamadou
1069,12005,Abdel Nader,2016,2,58,SF,Iowa State,Nader,Abdel
1070,12008,Lee Nailon,1999,2,43,SF,TCU,Nailon,Lee
1071,12010,Larry Nance,1981,1,20,F/C,Clemson,Nance,Larry
1072,12011,Larry Nance,1981,1,20,F/C,Clemson,Nance,Larry
1073,12012,Shabazz Napier,2014,1,24,PG,Connecticut,Napier,Shabazz
1074,12016,Steve Nash,1996,1,15,G,Santa Clara,Nash,Steve
1075,12020,Kenny Natt,1980,2,30,G,Northeast Louisiana,Natt,Kenny
1076,12022,Juan Carlos Navarro,2002,2,40,PG,FC Barcelona,Navarro,Juan Carlos
1077,12034,Jameer Nelson,2004,1,20,PG,Saint Joseph's,Nelson,Jameer
1078,12042,Raul Neto,2013,2,47,PG,Gipuzkoa Basket,Neto,Raul
1079,12051,Johnny Newman,1986,2,29,SF,Richmond,Newman,Johnny
1080,12054,Georges Niang,2016,2,50,PF,Iowa State,Niang,Georges
1081,12055,Demetris Nichols,2007,2,53,SF,Syracuse,Nichols,Demetris
1082,12057,Andrew Nicholson,2012,1,19,PF,St. Bonaventure,Nicholson,Andrew
1083,12058,Gaylon Nickerson,1994,2,34,G,Northwestern Oklahoma State,Nickerson,Gaylon
